postID,text,timestamp,likes,commentCount,community,district
BhG_BuVAm-n,#TrumpsBusinessPlan? #TheDow #SurpriseNotSurprised,1522760306,4,1,FOREST GLEN,Far North Side
BhB2A8xnADp,Good morning babies!! All seeds have sprouted except the peppers...always had a hard time getting those to germinate. Any tried and true tricks?? Ì†ºÌº∂Ì†ºÌº∂Ì†ºÌº∂ #seedstarting #peppers #urbangardening #growingvegetables #greenthumb #wannabefarmer #,1522587809,11,0,FOREST GLEN,Far North Side
BhBxUM1BJUP,"The annual Forest Glen Easter Egg hunt was a great success! Thank you everyone for coming out to participate and help! Ì†ΩÌ∞£Ì†ºÌΩ¨Ì†æÌµö
.
.
.
#forestglen #easterbasket #easter #easteregghunt #chicago #community #neighborhood",1522585345,35,0,FOREST GLEN,Far North Side
BhA4ArZnUNx,"Something about radishes just really does it for me Ì†ΩÌ∏äÌ†ΩÌ±åÌ†ºÌøª
.
.
.
.
.
.
.
#prettyfood #springhassprung #almost #ravishingradish #gardenbeauty @forestglenfarms",1522555301,14,0,FOREST GLEN,Far North Side
BhAHvd5ngFS,When what‚Äôs old isn‚Äôt going to be new again ... change that isht!,1522529994,24,2,FOREST GLEN,Far North Side
Bg62XSHBJ5O,"Forest Glen is officially ready for baseball season! ‚öæÔ∏èÌ†ΩÌ∞ª‚öæÔ∏è
Thanks to @iambatgirl1027 for showing her spirit! .
.
.
.
#baseball #chicago #forestglen #chicagocubs #openingday #cubs #flythew",1522353111,29,2,FOREST GLEN,Far North Side
Bg6OTsXgVNG,New Mansion under  construction,1522332110,10,3,FOREST GLEN,Far North Side
Bg4X7fvHLnd,"#garagebuilder 
#chicago",1522270046,7,0,FOREST GLEN,Far North Side
Bg1DxozFYRY,"#garagebuilder
#chicago
#tuesdaymotivation",1522158816,6,0,FOREST GLEN,Far North Side
Bgwx7I1HvZz,"Spring is for technicolor carrots Ì†æÌµïÌ†ºÌºà
.
.
.
.
.
.
.
#springveggies #foodphotography #foodstyling #freshtodeath",1522015239,10,0,FOREST GLEN,Far North Side
BgwtilWlpZh,It's a dogs life! #dog #puppy #birthday #chicagoland #gaygram #instagay #bella #sundayfunday,1522013029,28,3,FOREST GLEN,Far North Side
BhFEx1HH2DK,I‚Äôm in love with my paper botanic garden Ì†ΩÌ≤ÅÌ†ºÌøΩ‚Äç‚ôÄÔ∏èÌ†ΩÌ≤ï #handmadepostcard #inkdrawing #handmadecards #botanics #botanicalgardens #gardengoals #papergoods #paperflowers #carnegieagigantea #daisy #tulip #dogwood #hydrangea #rose #marigold #magnolia #anenome #wildflower #flowerpower #flowerpowerÌ†ºÌº∏ #sendmoremail #sendmail #snailmail #northpark #northparkchicago #plantnerd #plantsÌ†ºÌºø #plantlady #recycledart #reducereuserecycle,1522696213,63,1,NORTH PARK,Far North Side
BhExTZ2B_gu,My first off leash adventure in the woods Ì†ºÌΩÅÌ†ΩÌ∞æ,1522686032,10,1,NORTH PARK,Far North Side
Bg3w8W7Hlc0,"Neutral colors are now available in the shop! 
#handmadepostcard #handmade #handmadewithlove #plantsofinstagram #plants #plantnerd #botanicalart #botanics #embroideredcard #embroidery #embroiderylicious #embroideryartist #sendmoremail #sendmail #snailmail #recycle #reducereuserecycle #grocerybag #brownpaperbag #brownpaperbags #recycledart #northpark #northparkchicago",1522249605,38,2,NORTH PARK,Far North Side
Bg1XYgFAfCC,"Engine 89 - Truck 56 - Ambulance 46. District 2, Battalion 10. Chicago Fire Department. #cfd #chicagofiredepartment #northparkchicago",1522169096,12,0,NORTH PARK,Far North Side
BgwF19iHNoh,"New babies in the works! Tulips, sweet peas, daisies, and marigolds. Ì†ΩÌ∏çÌ†ºÌº∏Ì†ºÌººÌ†ºÌº∑Ì†ΩÌ≤ïÌ†ΩÌ≤ï #botanicalart #botanicalgardens #flowerpowerÌ†ºÌº∏ #flowerpower #ink #inkdrawing #handmadepostcard #handmadecard #brownpaperbag #recycle #reducereuserecycle #tulip #daisy #marigold #sweetpea  #northpark #northparkchicago #chicagoartist #chicagogram #papergoods",1521992128,51,6,NORTH PARK,Far North Side
BgvCvivHacy,It's prettier in the summer.  #NorthParkNatureVillage #naturephotography #pond #mothernature #chicagogram #chicagoparkdistrict #chicagogram #chicagophotographer #forest #cloudyday #maplesyrupfestival #chicagoevents #clouds #springtime #spring2018 #northparkchicago,1521956948,28,5,NORTH PARK,Far North Side
Bgg54Qinpm1,"Are you interested in keeping all your lists in one place? Look at the shop to grab a pocketbook today. Ì†ΩÌ≤ï 
#reducereuserecycle #handmade #handmadebooklet #pocket #pocketbook #minibook #embroiderybinding #embroideryfloss #brownpaperbag #grocerybag #chicagogram #chicagoartist #papergoods #stationary #papergoodies #papergoodiesshop #papercraft #northpark #northparkchicago #handmodel #minijournal #journal",1521482539,36,2,NORTH PARK,Far North Side
Bgg5mnPnqR0,"Pocket books are now available in the shop! Follow the profile link to grab one today! 
#reducereuserecycle #pocket #pocketbook #listmaker #list #handmadebooklet #handmade #papergoods #embroiderybinding #embroidery #papergoodies #papergoods #papercraft #paperbag #grocerybag #stationary #northpark #northparkchicago #minijournal #journal",1521482394,27,2,NORTH PARK,Far North Side
Bgb12yqHthj,THE GOOD LIFE #cheesburger #northpark #northparkchicago #chicago #usa #usafood #foodporn #chips #eat #america #americans #meat #tomatoes #salad #cheese #doublecheeseburger #burger #foodblogger #foodphotography,1521312657,48,0,NORTH PARK,Far North Side
BgRJmBXgNMk,3 days on the market and bam! #realtyofchicago has an official contract! Looking to sell your home fast? We can get it done just like that. #soldbyrealtyofchicago #undercontract #3days #weareroc #wegetthejobdone #northpark #northparkchicago #marketishot #chicago #lovewhatyoudo,1520953907,20,2,NORTH PARK,Far North Side
BgJo-ZlH8-4,I‚Äôm getting a daisy ready for the birthday girl in Texas. Shh don‚Äôt tell Angela! Ì†ºÌººÌ†ºÌº∏Ì†ΩÌ≤ê #daisy #flowerpower #flowers #embroidery #embroideryart #embroideredcard #chicagoembroidery #chicagoartist #chicagogram #etsychicago #reducereuserecycle #recycle #recycledart #postcard #postcardshop #birthdaygirl #birthdaysurprise #hbd #etsygift #giftideas #giftsforher #gifting #navajoartist #sendmail #snailmail #snailmaillove #snailmailing #northpark #northparkchicago,1520701924,26,1,NORTH PARK,Far North Side
Bf628_3BHdb,"Since I don't know what any of these mean, I try them all and they are all delicious and pretty and I dare to say very healthy. #koreanfood #koreanfoodchicago #northparkchicago #northwestchicago #brynmawr #internationalchicago",1520205936,13,6,NORTH PARK,Far North Side
Bf4H18SnqU0,"It‚Äôs finally here! The three plant vases are finally listed in the shop Ì†ΩÌ∏çÌ†ΩÌ∏çÌ†ΩÌ∏ç grab a card for the spring weather coming around the corner! Succulent not included!

#plant #plantsofinstagram #embroideryart #chicagogram #chicagoartist #chicagoembroidery #planters #planting #vase #botanicalart #botanics #recycle #reducereuserecycle #grocerybag #grow #growbabygrow #postcard #handmadepostcard #handmadecard #nature #naturelover #northpark #northparkchicago #embroiderylicious #botanicalart #embroideredcard #modernembroiderymovement #modernembroidery",1520114128,50,7,NORTH PARK,Far North Side
BfZpKaAnxjl,"Did you know with grocery bag donations you receive 15% off your next purchase? Message GAC for more details and offered for the Chicagoland area!

#donate #grocerybags #paperbagdonation #recycle #recycledart #recyclereuse #recycledbags #reducereuserecycle #chicagoart #chicagodonate #chicagogram #etsychicago #thankyou #thankyoucard #congrats #congratscard #wreath #greenwreath #mountain #mountainlovers #mountainlife #mountains #monta√±a #mountainscape #wreathdecor #calligraphy #whitecalligraphy #northpark #northparkchicago",1519091410,34,0,NORTH PARK,Far North Side
BeeQsATBPCs,Lovely afternoon on Bryn Mawr. Free Korean press included. And a pig face on a latte at Java and Mug. #latteart #brynmawr #midorirestaurant #northparkchicago #northwestchicago #assyrianchristianchurch #koreanfood #japanesefood #chicagocoffee #chicagosushi #javaandmug,1517099414,19,1,NORTH PARK,Far North Side
BedylJQnBTN,A waterfall most urban,1517083081,39,2,NORTH PARK,Far North Side
BdteKMKDmYY,"Brunch goals - right here, right now!
Bread pudding French toast served with orange coulis & fresh berries #brunch #breakfast #brunchchi #brunchit #brunchfood #EEEEEATS #infatuationchi #312food #chicagogrammers #TastingTable #eaterchicago #fabfoodchicago #northparkchicago #thisismydreamandthisismyplanet",1515461762,57,3,NORTH PARK,Far North Side
Bc0a1PQng4k,#northparkuniversity #northparkchicago,1513547415,5,0,NORTH PARK,Far North Side
BcN_GXzDOR4,NPU in the National Championship #rowtheship #paddleback #npu #northparkchicago #vikings,1512257807,6,0,NORTH PARK,Far North Side
BcFkKmqnAKX,"Don‚Äôt Forget Me autism doc in the hands of renowned doc editor Michael Rabiger, former director of documentaries at BBC and the namesake and founder of Columbia College Chicago‚Äôs Doc Center. Michael and I met this morning to talk about the editing strategy for the documentary. He is brilliant. #dontforgetmedoc #autism #morocco #sabbaticallife #northparkchicago #neighbors #columbiachi #pulitzercenter",1511975250,26,1,NORTH PARK,Far North Side
Bb79BPAF4w_,"Nature, deer, old tuberculosis sanitation, oh my! And of course even dumping in Chiicago is fly. #dumpingonthefly #tuberculosissanatorium #northparkchicago #deer #deerme #naturesanctuary",1511652736,8,0,NORTH PARK,Far North Side
Bb73-3ABNBN,If you go a little outside the city there are deer. A nice escape. Happy Saturday Ì†æÌ∂å #northparkchicago #saturday #saturdayafternoon #deer,1511650095,17,0,NORTH PARK,Far North Side
BawdgYDlzFq,"Seriously the best salmon & dill quiche I've had...the eggs, creamy...the crust, flaky...flavor, on point! Excellent Tre Konor #eatlocal #fresh #quiche #breakingthefast #trekonor #chicagofoodie #northparkchicago",1509119632,19,1,NORTH PARK,Far North Side
Bam0ZVAlKb8,Do you ever just take a moment for yourselfÌ†ºÌΩÅÌ†ºÌΩÇÌ†ºÌΩÅ. Breathe Ì†ΩÌ∏å. Take in all the beautiful surroundings. #brokerhayes,1508796213,20,2,NORTH PARK,Far North Side
BZDmGOWH1Qn,"Ok....I'm way too excited to wait any longer! 
Here is my big news!! What started off as an impulsive idea to share my thoughts, has now  become a vision that is part of my purpose! So with that...The official website is complete!  Check it out and tell me what you think!! Oh...and while you're there read my NEW BLOG Post entitled ""In Too Deep..."" Click my link in Bio!

Photography: @jasonmccoyphotography
Hair: @traycemadrebeauty
Makeup: @icannyeartistry
Lashes: @orens_beauty

#christian #millennial #educator #blogger #writer #highered #northparkchicago #Christfirst #christianblogger #christianeducator #collegeeducator #blackeducator #educatedblackwoman #blackteachers",1505466703,145,22,NORTH PARK,Far North Side
BXwJ0uQg_Id,"At the #koreanfestival at #northparkchicago 
#bulgokipita #bulgoki",1502666862,28,0,NORTH PARK,Far North Side
BW-gtOujGMu,A lovely morning Swedish breakfast with my mom and sisters! Could be the last one we go to together for a while! Such a delightful place! Check it out if you have not! #trekronor #northparkchicago #swedishbreakfast #breakfast #chicagofood #chicagoeats #pregnant #pregnancy #pregnantlife #39weekspregnant #preggerskee,1501001137,42,3,NORTH PARK,Far North Side
BWQRDb5lvIM,#chicagocemeteries #northparkchicago #northsidechicago,1499449427,4,0,NORTH PARK,Far North Side
BWOMCJ3FTsu,I decided it's too hot to let my hair grow out. It is a #chicagosummer after all. Also got my eyebrows fixed. They were getting unruly. #hottown #summerinthecity #summertime #northparkchicago #coiffed #buzzcut #haircut #greathead,1499379686,33,0,NORTH PARK,Far North Side
BWNv5NklKGw,#chicagocemeteries #northparkchicago #northsidechicago,1499364933,5,0,NORTH PARK,Far North Side
BWLtYUpFn7a,"When I first spotted this cemetery on Foster, coming back from O'Hare Airport, still recovering from one of my ""lovely"" experiences flying transatlantic routes, I thought ""wow, how romantic, a place for painters and poets!"" By serendipity, after one of my enlightening dreams, I ended up crossing the cemetery by foot and finally realizing that in this context ""Bohemian"" refers to the czech region that I visited as a teenager when it was still Czechoslovakia. The Eastern European names on the tombstones did the trick! Of course, what was I thinking! #chicagocemeteries #easterneuropeinchicago  #northparkchicago",1499296506,6,0,NORTH PARK,Far North Side
BV2e84MFq-G,This magic and mysterious stretch deserves an encore and encore and encore. #northparkchicago #northwestchicago,1498584298,8,0,NORTH PARK,Far North Side
BVYlBCoH9n4,"Walked down the street for this delicious, late night take out. #streetnoodles #asianfood #northparkchicago",1497580845,8,0,NORTH PARK,Far North Side
BVH1FuijuwK,Young activists in our neighborhood. Proud to be part of this community! #marchingforpeace #northparkchicago #northpark,1497018847,16,2,NORTH PARK,Far North Side
BUSNG_qDJhs,ONE of the best places for lunch/brunch in the Northpark area #brynmawrbreakfastclub #northparkchicago,1495219500,4,0,NORTH PARK,Far North Side
BTptvfej8eb,"maison de castelnau, north park | #croissant #chitribfood #croissants #croissants.of.chicago #chicagocroissants #chicagobakery #chicagofoodgoals #frenchpastries #eaterchicago #LikeFoodChicago #goodeatschicago #chicagofoodmag #timeoutchicago #tribcraving #chicago #bakery #eaterchicago #tastingtable #foodpics #chicagocraves #northparkchicago",1493860878,34,3,NORTH PARK,Far North Side
BTNHFbLj_2w,Celebrating #earthday by playing bags with my upstairs neighbors. Ì†ºÌΩªÌ†ºÌºé #northparkchicago,1492901086,18,4,NORTH PARK,Far North Side
BR6nY-kB-z3,Kitty kitty kitty. Post apocalyptic urban garden. Only archeology left on earth. Kitties and garden gnomes are the only key to human existence for an alien race to explore #northparkchicago #northwestchicago #chicagoneighborhoods #gardengnome,1490133006,10,1,NORTH PARK,Far North Side
BR3hWzVl9yx,Breakfast with the girls @peach1027 @adeymariah Ì†ΩÌ∏çat this local hotspot #girlswhoeat #breakfast @brynmawrbreakfastclub #pujanomelette #breadpudddingfrenchtoast #northparkchicago #chicago #food #friends,1490029179,19,0,NORTH PARK,Far North Side
BRkVND5BhqR,Urban semiotics. Always disconcerting. #northwestchicago #northparkchicago #northbranch #chicagoneighborhoods #brynmawr,1489385273,12,3,NORTH PARK,Far North Side
BQeAXW9B6YW,How is this even real?!?! Chocolate French toast with sour cherries and mascarpone. My brunch life! #brunch #brunchchicago #brunchit #breakfast #EEEEEATS #infatuationchi #312food #chicagogrammers #eaterchicago #fabfoodchicago #northparkchicago #thisismydreamandthisismyplanet,1487025537,77,0,NORTH PARK,Far North Side
BO1Aw3TDixG,"Ì†ΩÌ≥∏ @chicagofoodstoriesÌ†ΩÌ≥∏
„Éª„Éª„Éª
I broke away from my usual bone-in chicken pho at my favorite Vietnamese spot, Ph·ªü NƒÉm L√∫a. I noticed the large table next to me ordered two of this dish, so I figure I would give it a try too! And so glad I did! Crispy yet chewy and soft noodles is the foundation for Napa cabbage, broccoli, baby corn, bean sprouts, fried cuttlefish balls, Chiu Chou fish cake and squid. A soy sauce based gravy pulls all the ingredients together. This giant plate of combination noodles will only set you back $13 - one of the many tasty dishes at this authentic North Park spot. #Ph·ªüNƒÉmL√∫a #northparkchicago #vietnamesecuisine #chiuchoufishcake #cuttlefishballs #combination #pho5lua",1483502531,415,9,NORTH PARK,Far North Side
BNXtT_ojo_8,Peace and tranquility at the North Park Campus. #chicagouniversities #northparkchicago,1480371771,6,0,NORTH PARK,Far North Side
BNVbC86DeKW,Peace and tranquility on Foster. #photographybusiness #oldschoolphotography #northparkchicago #fosteravenue,1480295085,12,1,NORTH PARK,Far North Side
BNPJIbDD4v1,North Park peace and tranquility (I) #photographybusiness #northparkchicago #oldschoolphotography,1480084366,6,0,NORTH PARK,Far North Side
BNN9oJUhl6U,Pre-gamed thanksgiving dinner with kiwi blueberry French toast this morning. #brunch #brunchchicago #brunchit #breakfast #EEEEEATS #infatuationchi #312food #chicagogrammers #eaterchicago #northparkchicago #thanksgiving #thisismydreamandthisismyplanet,1480044780,48,2,NORTH PARK,Far North Side
BM22Ey3heCj,"I broke away from my usual bone-in chicken pho at my favorite Vietnamese spot, Ph·ªü NƒÉm L√∫a. I noticed the large table next to me ordered two of this dish, so I figure I would give it a try too! And so glad I did! Crispy yet chewy and soft noodles is the foundation for Napa cabbage, broccoli, baby corn, bean sprouts, fried cuttlefish balls, Chiu Chou fish cake and squid. A soy sauce based gravy pulls all the ingredients together. This giant plate of combination noodles will only set you back $13 - one of the many tasty dishes at this authentic North Park spot. #Ph·ªüNƒÉmL√∫a #northparkchicago #vietnamesecuisine #chiuchoufishcake #cuttlefishballs #combinationseafoodnoodles #pho5lua",1479269069,207,13,NORTH PARK,Far North Side
BLdnibQAje6,"Autumn colors - like the Swedish flag Ì†ΩÌ≤õÌ†ΩÌ≤ô Stop by for a little bit of Scandinavia... The shop is open 10-6 today.
.
.
.
#theswedenshop #chicago #scandinavian #swedish #designstore #danish #finnish #gifts #homedecor #home #hygge #swedenshop #shopchicago #theswedenshopchicago #northparkchicago #autumn #fall #fallcolor #golden #leaves",1476275103,41,5,NORTH PARK,Far North Side
BLByCschvNP,Follow the yellow trail #NorthParkChicago #Walkingtrails #Travelillinois,1475341086,0,0,NORTH PARK,Far North Side
BK_U2G7gZHz,"It's a perfect day for baking! The shop is stocked with great cookbooks to add a little hygge to your weekend‚ú®
.
.
#theswedenshop #chicago #scandinavian #swedish #design #danish #finnish #gifts #homedecor #home #hygge #kitchen #hem #coffee #baking #theswedenshopchicago #cookbook #lifestyle #nordic #norwegian #northparkchicago",1475258669,33,2,NORTH PARK,Far North Side
BK1EhPSgVvz,"My girl is always creating. The world is her canvas and I love watching her work. 
#northparkvillagenaturecenter #walkingstickwoods #natureart",1474914566,15,4,NORTH PARK,Far North Side
BKx8mb7gjyQ,"Autumn is here. Enjoy this lovely Sunday morning Ì†ΩÌ≤õÌ†ΩÌ≤ô We'll be open from 10 to 3 today.
.
.
.
#theswedenshop #chicago #scandinavian #swedish #design #danish #finnish #gifts #homedecor #fabrics #kids #shopchicago #shop #shopping #swedenshop #autumn #leaves #fall #fallcolors #northparkchicago #september #sweetpaulfall",1474809750,26,1,NORTH PARK,Far North Side
BKgGzJ0AvON,"It's a beautiful day in our neighborhood! Visit us in North Park until 3pm today Ì†ΩÌ≤õÌ†ΩÌ≤ô
.
.
#theswedenshop #chicago #scandinavian #swedish #design #danish #finnish #gifts #homedecor #fabrics #kids #shopchicago #shop #shopping #swedenshop #chicagogram #northparkchicago",1474211118,25,8,NORTH PARK,Far North Side
BKOPZjIgQEv,"It's a beautiful day in our neighborhood Ì†ΩÌ≤õÌ†ΩÌ≤ôÌ†ºÌºû Take a stroll to and from the shop
.
.
#theswedenshop #chicago #scandinavian #swedish #northparkchicago #northpark #neighborhood #chicagogram #riverpark #chicagolife #chicagoparks #chicagoparkdistrict #swedenshop #sweetpaulfall",1473611647,29,5,NORTH PARK,Far North Side
BKHWRUNgijU,"Take a good book to bedÌ†ºÌºö
.
.
#theswedenshop #chicago #scandinavian #swedish #design #danish #finnish #gifts #homedecor #fabrics #kids #shopchicago #shop #shopping #swedenshop #book #books #bookstore #northparkchicago #northpark",1473380368,31,4,NORTH PARK,Far North Side
BKHD7eNAZc7,"Getting situated in our new space @stompandshoutkids ! We can't wait to hold our first round of groups and classes starting next Tuesday! Info and registration at thirdcoastbirth.com/events
#chicago #community #newparents",1473370752,19,1,NORTH PARK,Far North Side
BJ5yMPhg_-G,"This house is on West Hollywood Ave in Chicago's North Park neighborhood. It's not that far from Mather High School. *Disclaimer: the following story is bullshit* Ì†ΩÌ∞ÆÌ†ΩÌ≤© Wiebke Schnitzhausen lives here. Ì†ΩÌ±µÌ†ºÌøºWiebke owns the premier lederhosen and dirndl shop in Chicago's Lincoln Square neighborhood. Ì†ΩÌ±ñÌ†ΩÌ±óWiebke is from Munich, and Errybody knows that Bavarians make THE BEST lederhosen and dirndls. Ì†ΩÌ≤™Ì†ºÌøªFor many years, Wiebke ordered her items from Vietnam, until the Feds busted her for opium distribution. Ì†ΩÌ∏±Ì†ΩÌ¥´Ì†ΩÌ¥´Ì†ΩÌ¥´Ì†ºÌæÅ ""Ich liebe Kokaine!!!"" is what Wiebke would scream out when the packages would arrive. Ì†ºÌº®Ì†ºÌº®Ì†ºÌº®Well, after doing 15 years in the slammer, Wiebke was released and is back to ordering her fabrics from the Motherland. Ì†ºÌ∑©Ì†ºÌ∑™Sometimes she misses her ""three hots and a cot"" Ì†ºÌΩùÌ†ºÌΩùÌ†ºÌΩùÌ†ΩÌ∏¥ and the Freundschaft she had with all her fellow inmates. Ì†ΩÌ±©‚Äç‚ù§Ô∏è‚ÄçÌ†ΩÌ≤ã‚ÄçÌ†ΩÌ±©Ì†ΩÌ±ØÌ†ΩÌ±≠Ì†ΩÌ±≠Ì†ΩÌ±≠ But she's 55 years old now. She ain't got time for that. Rumor has it though, that she'll be opening up a marijuana dispensary here in Chicago sometime soon. Ì†ºÌºøÌ†ºÌø™ And since hemp makes a sturdy material for lederhosen pants, she can use the excess for her clothing shop. Those Germans. So good at multi-kulti and multi-tasking. #storiesbysteve #northparkchicago #oldhouselove #archi_ologie #architecture #architektur #architectureporn #architect #archidaily #chicago",1472925245,313,11,NORTH PARK,Far North Side
BJsiED2gg2h,It's an absolutely beautiful day in Chicago! Stop by the shop for a little bit of scandinavia... We're open 10 to 6 Ì†ΩÌ≤õÌ†ΩÌ≤ô #theswedenshop #chicago #scandinavian #swedish #design #danish #finnish #chicagogram #northpark #northparkchicago #summer #clouds #chicagolife #shopchicago,1472480582,36,0,NORTH PARK,Far North Side
BJnfe7mAofu,A friendly reminder... #theswedenshop #chicago #scandinavian #shopchicago #shop #shoppingday #shopping #swedenshop #moomins #moomin #summersale #storefront #chicagoneighborhoods #northparkchicago #northpark,1472311457,24,1,NORTH PARK,Far North Side
BJnVt0QA4tR,It may be raining and gloomy outside...but it's bright and cheery in the shop! Open 10 to 6 today Ì†ΩÌ≤õÌ†ΩÌ≤ô #theswedenshop #chicago #scandinavian #swedish #design #danish #finnish #northparkchicago #northpark #shopchicago #shop #shopping #weather #rain #chicagolife,1472306336,40,2,NORTH PARK,Far North Side
BhP0lcbFlNG,Our Tasty Gyros Sandwich! Only $5.99 with fries and drink!!!,1523056821,54,2,ALBANY PARK,Far North Side
BhKxJmChyg-,#dusk #springtime #nofilterneeded #chicago #albanyparkchicago #mystreet,1522887248,22,0,ALBANY PARK,Far North Side
BhKsu5ljOOG,"Come drop by for some authentic indian food Ì†ºÌº∂ Ì†ΩÌ¥•
______________________________________________-#chicago #chifood #chifoodie #chifoodmag #chicagoland #chicagoeats #food #foodphotography #foodstagram #desi #desifood #indianfood #pakistanifood #chifooddiaries #chifoodauthority #biryani #naan #fresh #fabfoodchicago #albanyparkchicago #indopak #grill #chicagofoodanddrink #chitownfood #likefoodchicago #chicagogrammers #chicagofoodblog #chicagofoodbloggers #chicagoandfood #312food",1522884932,50,4,ALBANY PARK,Far North Side
BhKJQNnFHGk,Habibi‚Äôs Steak Burger!!,1522866331,93,5,ALBANY PARK,Far North Side
BhKI_xDlfrL,Ì†ΩÌ∏ãÌ†ΩÌ∏ã,1522866209,48,2,ALBANY PARK,Far North Side
BhH9GLcnICr,Nothing like a gloomy day to sip on Starbucks while working on homework.,1522792848,19,1,ALBANY PARK,Far North Side
BhFfkPXgwkp,"It was a shit day, and that's putting it lightly. It ended in an impromptu solo dinner date, and of course, what else would I choose on this bitter day than ramen? This restaurant is still my favorite for it. The pork belly melllllts in your mouth. I also had picked radish.  And a green ginger salad. All of it, freaking awesome. .
#ramen #ramennoodles #porkbelly #asiancomfortfood #pickledradish #fatandsassy #whydidieatsomuch #icantbelieveiatethewholething #albanyparkchicago #albanypark #chicagofoodauthority #chicago #chicagofood #chicagoeats #likefoodchicago #iwalkchicago #mychicagopix",1522710257,35,2,ALBANY PARK,Far North Side
BhFF0v0FNYk,"This is the most delicious Philly Steak you‚Äôll ever have, and that‚Äôs a guarantee. $5.99 for the sandwich, fries, & drink!!",1522696761,80,2,ALBANY PARK,Far North Side
BhC8C2rhQvT,A little bit of Noon o Kabab in my life. One of the best Persian restaurants in Chicago @noonokabab. #persianfood #weekendvibes #sundayfunday #lazysunday #lunch #groundchickenkabob #roastedtomatoes #theirriceisthebest #sliceoflife #fortheloveoffood #ilovenoonokabob #bestpersianintown #chicagofoodauthority #chicagofood #halalfood #chicagofoodscene #april2018 #eatinghealthy #mediterraneanfood #albanyparkchicago #noonokabab,1522624525,62,1,ALBANY PARK,Far North Side
Bg6XUcEHPuu,"From Rogers Park to Pullman, there's a Parent University for you. Which one is closest to you? cpsparentu.org/maps #Chicago #rogerspark #Pilsen #Bronzeville #pullman #Littlevillage #avondale  #southshore #ashburn #aurburngresham #austinchicago #humboldtpark  #albanyparkchicago #backoftheyards #Parentuniversity #parent #CPS",1522336835,12,0,ALBANY PARK,Far North Side
Bg4nU39laDo,"Next stop, Francisco...shot in monochrome with my Essential Ì†ΩÌ∫ÇÌ†ΩÌ≥±Ì†ΩÌ≥∑ #blackandwhitewednesday #blackandwhite #monochrome #cta #ctabrownline #albanypark #albanyparkchicago #chicago #cityphotography #streetphotography #urbanphotography #chicagogram #likechicago #igerschicago #essentialphone #mobilephotography #smartphonephotography",1522278118,64,4,ALBANY PARK,Far North Side
Bg4dHR3F1Jt,CONGRATULATION @tha_house for winning our contest!! Turn on post notifications for more giveaways and prizes! #winner #prizes #congratulations #wow #free #neiu  #NorthPark #AlbanyParkChicago #Burgerselfie #Burgerporn #Chickenlovers  #Chicago #ZabihaHalal #Chicagofoodauthority  #eaterchicago #homemadeburger #instafoodburger #FoodLover #312Food #773food  #meal #eating #delicious #Chicagofood  #foodcoma  #instalove,1522272764,56,0,ALBANY PARK,Far North Side
Bg4NoDrlAEL,Habibi‚Äôs Gyros Burger! Ì†ºÌΩî,1522264644,113,6,ALBANY PARK,Far North Side
BgzeBAzlS8p,"Really good time at the convention this weekend, very humbled to have taken 3rd place for original flash, big thanks to everyone who stopped by the booth to say whats up and everyone who got tattooed y'all are the shit! @tattooboulevard @villainarts #tattooboulevard #tattooblvd #villainarts #chicagotattooconvention #chicago #chitown #tattoos #chicagotattooartist #chicagotattooer #wickerparkchicago #albanypark #chicagotattoos #chicagotattooshops #johnbassart #albanyparkchicago #flashart #tattooflash #chicagoart #chicagotattooartists #rosemont #illinois #illstate #northside #windycity #artofchi",1522105464,114,3,ALBANY PARK,Far North Side
BgoIRdpA4vj,Odin and I. #tbt#catdaddy#raddad#chicago#albanyparkchicago#bmxplus#rad#rip#,1521724966,37,4,ALBANY PARK,Far North Side
Bgmhf4UFS66,"Fun walk in from earlier today, brought his own design, thanks for looking! @tattooboulevard #tattooboulevard #tattooblvd #tattoo #tattoos #chicagotattooartist #chicagotattooer #wickerparkchicago #chicago #chicagotattooshop #chicagotattooartists #chicagoart #chicagotattoos #blackwork #blackworkers #boldwillhold #blackworker #sparrow #traditional #traditionaltattoos #blxckink #fusionink #tattooart #oldschool #deathlesscords #chitown #illinois #albanyparkchicago",1521671083,159,2,ALBANY PARK,Far North Side
BgmMm5sHAeD,"Join us for lunch today!
Lunch specials from 11am-3pm.
4701 N. Kedzie Ave. Chicago, IL  Carry-out, Dine-in or Delivery!
#food #foodie #foodphotography #foods #foodgasm #chicago #chicagoland #albanyparkchicago #northparkuniversity #lunchbox #lunchdate #noonokabab #noonokababchicago",1521660130,28,1,ALBANY PARK,Far North Side
Bglq1yen6r9,"Join us for lunch today!
Lunch specials from 11am-3pm.
4701 N. Kedzie Ave. Chicago, IL  Carry-out, Dine-in or Delivery!
#food #foodie #foodphotography #foods #foodgasm #chicago #chicagoland #albanyparkchicago #northparkuniversity #lunchbox #lunchdate #noonokabab #noonokababchicago",1521642426,18,2,ALBANY PARK,Far North Side
